UMAP 0,UMAP 1,cell_type,gene_0,gene_1,gene_2,gene_3,gene_4,gene_5,gene_6,gene_7
-19.012001,-9.684237,CD14+ Mono,S100A9,S100A8,LYZ,NEAT1,SAT1,AC020916.1,S100A12,FCN1
-9.331939,12.073167,Reticulocyte,MALAT1,HBM,HBB,HBA2,HBA1,HBD,TPT1,AHSP
-2.627271,5.9095993,Normoblast,HBD,HBM,CA1,SLC25A37,HBB,AHSP,PRDX2,HBA2
14.374795,-4.7948847,NK,NKG7,CCL4,CTSW,KLRD1,TYROBP,FCER1G,GZMA,CD7
-15.617455,12.904568,Reticulocyte,MALAT1,HBA2,HBA1,HBB,TPT1,AHSP,FOS,HBM
-15.843916,-7.2175264,CD14+ Mono,S100A9,S100A8,LYZ,NEAT1,SAT1,VCAN,FCN1,MNDA
-16.233942,-9.837397,CD14+ Mono,S100A9,S100A8,LYZ,NEAT1,FCN1,AC020916.1,LGALS1,SAT1
-13.359925,13.4626045,Reticulocyte,MALAT1,HBD,HBB,HBA2,CA1,HBA1,TPT1,HIST1H4C
-5.8549404,10.774709,Reticulocyte,MALAT1,HBB,HBA2,HBM,HBA1,HBD,TPT1,ARL4A
-20.481451,-7.9370346,CD14+ Mono,S100A9,S100A8,LYZ,FOS,NEAT1,EGR1,FCN1,AC020916.1
-10.00219,12.516903,Reticulocyte,HBM,MALAT1,HBB,HBA1,HBA2,TPT1,HBD,AHSP
14.819517,11.332065,Naive CD20+ B IGKC-,IGHM,IGLC2,HLA-DRA,CD74,CD79A,HLA-DRB1,IGHD,MS4A1
2.461969,4.5353045,Erythroblast,CA1,HBB,PRDX2,HBM,AHSP,HBD,HBA1,TMSB10
9.616518,-1.4743434,CD8+ T CD57+ CD45RA+,GNLY,NKG7,CCL5,GZMH,HBA1,IL7R,CTSW,CD8B
13.945569,-1.6294651,CD8+ T CD57+ CD45RA+,CCL4,TPT1,GNLY,SYNE1,CD69,SYNE2,FOSB,GZMB
15.575136,16.80862,Naive CD20+ B IGKC+,IGKC,IGHM,CD79A,HLA-DRA,CD74,HLA-DRB1,IGHD,HLA-DPB1
1.4659761,-11.83531,CD4+ T naive,MALAT1,H1FX,JUN,CD247,TRBC2,CD7,ANXA1,TPT1
15.109988,12.214364,Naive CD20+ B IGKC-,IGLC2,IGHM,CD79A,CD74,IGHD,TCL1A,MS4A1,HLA-DRA
3.653905,8.706284,Erythroblast,HIST1H4C,HBM,HBD,CA1,PRDX2,AHSP,HBB,TUBA1B
2.871508,-10.3857765,CD4+ T naive,FOS,H1FX,HIST1H4C,CD69,JUNB,CITED2,JUN,GPR183
-1.7650197,7.5892143,Normoblast,HBD,HBB,HBM,HBA2,HBA1,AHSP,PRDX2,MALAT1
15.839667,-1.0807806,NK,GNLY,NKG7,CCL4,GZMB,CLIC3,PRF1,CTSW,TYROBP
15.783865,11.221888,Naive CD20+ B IGKC-,IGLC2,IGHM,CD74,HLA-DRA,TCL1A,IGHD,CD79A,HLA-DPB1
14.689882,-3.3013387,NK,GNLY,NKG7,CCL4,CTSW,CD69,CLIC3,TYROBP,KLRF1
12.615037,12.426179,Naive CD20+ B IGKC-,IGLC2,IGHM,TCL1A,HLA-DRA,CD79B,CD74,CD79A,MS4A1
9.9027605,-11.449405,CD8+ T naive,CD8B,CD8,FOS,LINC02446,KLRK1,TRBC1,CD8A,CD7
-8.163198,10.826162,Reticulocyte,MALAT1,HBB,HBA2,HBD,HBA1,TPT1,AHSP,CA1
5.4657793,-13.394738,CD4+ T naive,JUNB,S100A11,TPT1,TRBC1,CD7,AL499604.1,TMSB10,TRAC
1.4068618,-8.647064,CD4+ T activated,MALAT1,TRBC2,H1FX,TRAC,BCL11B,GZMK,ARL4C,CD7
-5.0567636,6.4746485,Normoblast,HBB,HBA2,HBA1,HBD,TPT1,SLC25A37,AHSP,ARL4A
-6.3050838,11.302701,Reticulocyte,MALAT1,HBB,HBA1,HBA2,HBM,HBD,TPT1,AHSP
-4.832114,-10.352929,CD4+ T activated,FOSB,JUN,CRIP1,IL7R,IRF1,JUNB,TRBC2,FOS
-4.4845114,8.491675,Normoblast,HBB,HBD,HBA2,HBM,MALAT1,HBA1,AHSP,CA1
15.538801,16.619888,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,CD79A,HLA-DRB1,IGHD,HLA-DPA1
-4.531995,5.4700556,Normoblast,HBB,HBD,TPT1,HBA1,HBA2,HBM,SLC25A37,CA1
15.355078,11.848116,Naive CD20+ B IGKC-,IGLC2,IGHM,HLA-DRA,CD74,CD79A,HLA-DRB1,HLA-DQA1,HLA-DPA1
-3.849718,-15.398996,CD4+ T naive,FOS,JUN,CD69,ID2,IL7R,PRKCQ-AS1,JUNB,HBD
8.743845,14.027006,Transitional B,IGHM,IGLC2,CD79B,TCL1A,IGLC1,HLA-DRA,RGS2,VPREB3
-4.8293066,6.1307993,Normoblast,TPT1,HBB,HBA2,HBA1,SLC25A37,HBD,ARL4A,CA1
-12.123938,10.709198,Reticulocyte,MALAT1,HBD,HBA1,HBB,HBA2,TPT1,AHSP,FOS
15.249999,16.22293,Naive CD20+ B IGKC+,IGKC,IGHM,CD79A,HLA-DRA,CD74,MS4A1,HLA-DRB1,HLA-DPB1
-0.68660957,-6.62821,CD4+ T activated,KLRB1,MALAT1,TRBC1,NEAT1,FOS,TPT1,TRAC,RGS1
13.271862,12.878807,Naive CD20+ B IGKC-,IGLC2,IGHM,HLA-DRA,CD79B,MS4A1,CD79A,CD74,TCL1A
-19.416094,-5.9626064,CD14+ Mono,S100A9,S100A8,LYZ,LGALS1,AC020656.1,MNDA,AC020916.1,FCN1
-18.008453,-10.16255,CD14+ Mono,S100A9,S100A8,LYZ,NEAT1,FCN1,MNDA,AC020916.1,ANXA1
-11.6098585,12.066938,Reticulocyte,HBM,MALAT1,HBA1,HBA2,HBB,HBD,TPT1,AHSP
-19.593449,-8.257311,CD14+ Mono,S100A8,S100A9,LYZ,NEAT1,S100A12,LGALS1,AC020916.1,ANXA1
-20.132856,-8.005449,CD14+ Mono,S100A9,S100A8,LYZ,LGALS1,SAT1,S100A12,ANXA1,AC020916.1
8.68816,-8.778561,CD8+ T naive,CD8B,CD8,CD8A,KLRK1,CD7,CTSW,NUCB2,JUN
1.7382568,4.3276005,Erythroblast,HBD,HBB,HBM,CA1,HMGB2,AHSP,HBA1,HBA2
-0.8732126,-10.828464,CD4+ T naive,MALAT1,FOS,IL7R,TNFAIP3,CRIP1,GPR183,TPT1,TRBC2
-1.1399081,-15.669968,CD4+ T naive,JUN,JUNB,FOSB,EGR1,FOS,MALAT1,H1FX,CD69
-12.761789,14.313263,Reticulocyte,MALAT1,HBD,HBB,HBA2,HBA1,AHSP,TPT1,CA1
-8.697298,12.844928,Reticulocyte,MALAT1,HBD,HBB,HBA1,HBA2,CA1,AHSP,TPT1
-8.661568,11.694929,Reticulocyte,HBM,MALAT1,HBD,HBB,HBA2,HBA1,TPT1,AHSP
-6.2740765,12.270943,Reticulocyte,MALAT1,HBB,HBM,HBA2,HBA1,HBD,CA1,TPT1
-2.3269293,-15.112087,CD4+ T naive,FOS,DUSP2,JUNB,TRBC1,AL499604.1,TNFAIP3,JUN,HIST1H4C
-0.8355159,-14.699202,CD4+ T naive,JUNB,JUN,FOS,H1FX,MALAT1,AL499604.1,TNFAIP3,CD69
8.636618,-12.085674,CD8+ T naive,CD8B,CD8,JUN,ID2,CD8A,MALAT1,CD7,HBA2
-15.591925,-7.037228,CD14+ Mono,S100A9,LYZ,S100A8,NEAT1,VCAN,AC020656.1,FCN1,MNDA
2.7319226,-15.135059,CD4+ T naive,TRBC1,JUN,FOS,FOSB,JUNB,TRAC,IL7R,MALAT1
-20.246523,-4.6307507,CD14+ Mono,LYZ,S100A9,S100A8,AC020656.1,LGALS1,NEAT1,AC020916.1,S100A12
7.0378776,-10.860193,CD8+ T naive,CD8,CD8B,JUN,HBB,IL7R,ID2,FOS,CD69
-17.394241,-6.441121,CD14+ Mono,S100A9,S100A8,LYZ,S100A12,LGALS1,FCN1,NEAT1,MNDA
15.874506,12.77051,Naive CD20+ B IGKC-,IGHM,HLA-DRA,IGLC1,CD74,CD79B,HLA-DRB1,IGHD,HLA-DPA1
-2.0684412,7.233164,Normoblast,HBD,HBB,CA1,HBM,HBA2,AHSP,HBA1,SLC25A37
15.034506,17.067684,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD79A,CD74,HLA-DQA1,HLA-DRB1,CD79B
-3.26476,-13.292989,CD4+ T naive,JUNB,FOS,CD69,DUSP2,IL7R,CD7,CRIP1,HIST1H1D
0.23000872,7.1379547,Erythroblast,HBD,HBB,HBM,HBA1,HBA2,PRDX2,AHSP,CA1
-17.10468,11.953608,Reticulocyte,MALAT1,HBA2,HBB,HBA1,TPT1,FOS,HBM,HBD
-19.59962,-3.8525496,CD14+ Mono,S100A8,S100A9,LYZ,LGALS1,IGHM,IGKC,AC020656.1,RETN
14.863583,-4.4556575,NK,NKG7,TYROBP,IL2RB,GZMM,KLRD1,CTSW,ID2,CLIC3
-5.6566677,6.1937084,Normoblast,HBB,TPT1,HBA2,HBA1,HBD,SLC25A37,HBM,TMCC2
-14.603008,12.177796,Reticulocyte,MALAT1,HBB,HBA2,HBA1,TPT1,HBD,AHSP,HIST1H4C
15.619923,16.838284,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,CD79A,HLA-DRB1,HLA-DPA1,MS4A1
-16.536247,-5.750586,CD14+ Mono,S100A9,S100A8,LYZ,FCN1,AC020656.1,VCAN,JUN,CTSS
-8.857094,13.883139,Reticulocyte,MALAT1,HBM,HBB,HBA2,HBD,HBA1,TPT1,CA1
-13.427704,14.237432,Reticulocyte,MALAT1,HBA2,HBB,HBD,HBM,HBA1,CA1,TPT1
-16.053644,12.955343,Reticulocyte,MALAT1,HBA2,HBB,HBA1,HBD,CA1,TPT1,FOS
14.826677,13.917988,Naive CD20+ B IGKC-,IGHM,HLA-DRA,CD74,CD79B,IGLC1,CD37,HLA-DPB1,IGHD
-18.524618,-9.036484,CD14+ Mono,S100A9,S100A8,LYZ,NEAT1,AC020916.1,S100A12,FCN1,MNDA
-4.6337566,6.746785,Normoblast,HBM,HBB,TPT1,HBA2,HBA1,HBD,SLC25A37,CA1
15.842361,13.130589,Naive CD20+ B IGKC-,IGHM,HLA-DRA,CD74,IGLC2,CD79B,IGLC1,HLA-DRB1,IGHD
7.0644007,15.151611,Transitional B,IGHM,TCL1A,CD79B,IGKC,IGLC1,VPREB3,CD24,SOX4
-2.1876125,-6.373618,CD4+ T activated,CRIP1,IL7R,ITGB1,ZFP36,ANXA1,JUN,S100A11,LGALS1
-18.424604,-4.587899,CD14+ Mono,LYZ,S100A8,S100A9,AC020656.1,LGALS1,RETN,FCN1,CST3
3.5913253,-8.270824,CD4+ T naive,TRBC1,FOS,TRAC,JUNB,HBD,JUN,MALAT1,YBX3
-7.6186614,12.148968,Reticulocyte,MALAT1,HBM,HBD,HBB,HBA2,HBA1,TPT1,CA1
-17.98138,-6.29557,CD14+ Mono,S100A9,S100A8,LYZ,LGALS1,AC020656.1,FCN1,NEAT1,MNDA
-20.185642,-7.633559,CD14+ Mono,S100A9,S100A8,LYZ,AC020916.1,MNDA,S100A12,AC020656.1,FCN1
1.0188242,-13.678362,CD4+ T naive,JUNB,JUN,TNFAIP3,H1FX,AL499604.1,IGKC,ANXA1,BCL11B
-18.081192,-4.547125,CD14+ Mono,S100A9,S100A8,LYZ,LGALS1,AC020656.1,FCN1,MNDA,S100A12
-4.8531284,-6.621706,CD4+ T activated,FOS,IL7R,KLRB1,ANXA1,PLAC8,TRBC1,KLF6,HMGB2
9.392612,-11.749296,CD8+ T naive,LINC02446,CD8B,CD8,JUN,FOS,HBD,CD7,HBB
0.81288147,-11.950159,CD4+ T naive,H1FX,JUNB,JUN,TNFAIP3,PCED1B-AS1,TPT1,HBA1,TRAC
-11.843762,12.661091,Reticulocyte,MALAT1,HBB,HBA2,HBA1,HBM,HBD,TPT1,AHSP
9.086172,-7.473295,CD8+ T naive,CD8B,CD8,CD7,NEAT1,HBD,AIF1,TRBC2,CD69
-0.68459165,6.112861,Normoblast,HBD,HBB,HBM,HBA2,CA1,HBA1,AHSP,TMSB10
-5.5603037,6.2904415,Normoblast,HBB,HBA2,HBA1,TPT1,HBD,CA1,SLC25A37,ARL4A
-18.91901,-9.496185,CD14+ Mono,S100A8,S100A9,LYZ,NEAT1,SAT1,MNDA,FCN1,CTSS
16.714851,16.058737,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,CD79A,MS4A1,IGHD,SAT1
-20.274357,-4.6774344,CD14+ Mono,S100A8,S100A9,LYZ,AC020656.1,CCL4,FCN1,MNDA,LGALS1
16.03041,12.580807,Naive CD20+ B IGKC-,IGKC,IGHM,IGLC2,HLA-DRA,CD74,CD79A,HLA-DPA1,IGHD
-16.476732,-7.6665387,CD14+ Mono,S100A9,S100A8,LYZ,VCAN,FCN1,MNDA,RGS2,SAT1
3.1236115,-12.717285,CD4+ T naive,JUNB,JUN,DUSP2,H1FX,HBD,TRAC,AL499604.1,NEAT1
4.5489616,9.001955,Erythroblast,HBD,HIST1H4C,CA1,HBM,PRDX2,AHSP,HBB,TUBA1B
2.2687087,4.439374,Erythroblast,HBD,HBM,CA1,HBB,AHSP,PRDX2,HMGB2,TMSB10
-18.768276,-9.295378,CD14+ Mono,S100A9,S100A8,LYZ,NEAT1,SAT1,FCN1,MNDA,AC020916.1
-9.742262,13.403959,Reticulocyte,MALAT1,HBB,HBA2,HBA1,HBM,HBD,TPT1,AHSP
-16.55775,-7.7081056,CD14+ Mono,S100A8,S100A9,LYZ,NEAT1,FCN1,S100A12,MNDA,VCAN
-12.512228,13.182013,Reticulocyte,MALAT1,HBD,HBB,HBA2,HBA1,TPT1,AHSP,FOS
-17.689117,-8.179003,CD14+ Mono,S100A9,S100A8,LYZ,SAT1,NEAT1,FCN1,ANXA1,FOS
-13.301737,13.977592,Reticulocyte,MALAT1,HBD,HBA2,HBB,HBA1,HBM,TPT1,CA1
8.75551,-12.226719,CD8+ T naive,CD8B,CD8,JUNB,JUN,CD8A,PCED1B-AS1,HBA1,KLRK1
15.860342,12.683565,Naive CD20+ B IGKC-,IGLC2,HLA-DRA,IGHM,CD74,IGHD,HLA-DRB1,CD79A,CD79B
-17.652359,-9.479816,CD14+ Mono,S100A9,S100A8,LYZ,NEAT1,FCN1,LGALS1,FOS,HIST1H4C
1.9539711,3.990007,Erythroblast,HBM,HBD,HBB,HBA1,AHSP,HBA2,TMSB10,HMGB2
-15.6840925,-6.9904118,CD14+ Mono,S100A9,S100A8,LYZ,FCN1,AC020656.1,SAT1,CTSS,LGALS1
-16.920498,-9.991612,CD14+ Mono,S100A9,NEAT1,LYZ,S100A8,SAT1,AC020916.1,VCAN,CST3
-10.787273,10.773571,Reticulocyte,MALAT1,HBM,HBA1,HBB,HBD,TPT1,HBA2,FOS
7.270014,15.685659,Transitional B,TCL1A,IGHM,CD79B,IGLC1,CD24,IGKC,SOX4,VPREB3
-1.0584275,-11.948019,CD4+ T naive,SAT1,JUNB,CD69,MALAT1,IL7R,TRBC1,H1FX,HBD
-0.9262417,6.242882,Normoblast,HBD,HBM,HBB,CA1,AHSP,HBA2,PRDX2,SLC25A37
-0.54410565,-15.337165,CD4+ T naive,JUN,FOS,TRBC1,MALAT1,JUNB,CD7,DUSP2,AL499604.1
-17.21633,-9.130762,CD14+ Mono,S100A9,S100A8,LYZ,SAT1,NEAT1,S100A12,FCN1,AC020916.1
16.612003,16.411144,Naive CD20+ B IGKC+,IGKC,IGHM,CD79A,CD74,HLA-DRA,TCL1A,IGHD,CD37
-3.1869962,-7.5901375,CD4+ T activated,CRIP1,IL7R,GPR183,S100A11,MALAT1,FOS,HIST1H1D,ANXA1
1.3742573,-15.215373,CD4+ T activated,FOS,JUNB,DUSP2,H1FX,CD69,JUN,MALAT1,KLF6
4.0975413,7.876906,Erythroblast,HIST1H4C,HBM,HBD,CA1,PRDX2,AHSP,TUBA1B,HMGB2
-8.881163,10.944094,Reticulocyte,HBM,MALAT1,HBD,HBB,HBA2,HBA1,TPT1,AHSP
15.226179,16.793594,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,CD79A,HLA-DPB1,HLA-DRB1,MS4A1
4.3522453,8.924986,Erythroblast,HIST1H4C,HBD,HBM,PRDX2,AHSP,TUBA1B,HMGB2,TUBB
-15.67938,-6.28009,CD14+ Mono,S100A9,S100A8,LYZ,FCN1,NEAT1,LGALS1,CTSS,VCAN
-1.641574,-7.65077,CD4+ T activated,IL7R,FOS,NEAT1,MALAT1,TRBC2,SAT1,CRIP1,BCL11B
-16.18756,-7.440034,CD14+ Mono,LYZ,S100A8,S100A9,NEAT1,VCAN,MNDA,FCN1,SAT1
14.309465,15.346687,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,CD79A,TCL1A,CD79B,HLA-DQA1
-6.8533564,11.68383,Reticulocyte,MALAT1,HBM,HBB,HBD,HBA2,HBA1,AHSP,TPT1
14.726979,16.97095,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,TCL1A,CD79B,CD79A,HLA-DPA1
-3.078582,-15.567856,CD4+ T naive,FOS,JUNB,AL499604.1,H1FX,MARCKSL1,ID2,DUSP2,IL7R
-18.855816,-9.449078,CD14+ Mono,S100A9,S100A8,LYZ,NEAT1,EGR1,AC020916.1,ANXA1,MNDA
6.455872,-9.296155,CD8+ T naive,CD8B,CD8,KLRK1,JUN,EGR1,NUCB2,MALAT1,FOS
-10.526297,14.26936,Reticulocyte,MALAT1,HBM,HBA2,HBB,HBA1,HBD,TPT1,AHSP
15.153092,16.78344,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,HLA-DRB1,CD79A,HLA-DQA1,HLA-DPA1
14.816031,13.21231,Naive CD20+ B IGKC-,IGLC2,IGHM,IGKC,CD74,HLA-DRA,CD79A,MS4A1,TCL1A
-19.322922,-4.555267,CD14+ Mono,S100A9,S100A8,LYZ,LGALS1,MNDA,AC020656.1,FCN1,RETN
-15.480025,-9.3032055,CD14+ Mono,LYZ,S100A8,S100A9,NEAT1,CST3,FCN1,AC020916.1,SAT1
14.88428,12.662782,Naive CD20+ B IGKC-,IGLC2,IGHM,HLA-DRA,CD74,CD79A,IGHD,CD79B,HLA-DPB1
-17.83907,-5.549603,CD14+ Mono,S100A9,S100A8,LYZ,LGALS1,S100A12,AC020656.1,FCN1,NEAT1
-9.52324,14.565401,Reticulocyte,MALAT1,HBM,HBD,HBB,HBA2,HBA1,TPT1,AHSP
15.642549,10.685649,Naive CD20+ B IGKC-,IGLC2,IGHM,HLA-DRA,HLA-DRB1,CD74,CD79A,IGHD,TCL1A
-2.7924685,-13.395845,CD4+ T naive,JUNB,FOS,H1FX,IL7R,SAT1,JUN,TPT1,TNFAIP3
16.409409,16.438126,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD79A,CD74,CD79B,HLA-DQA1,IGHD
14.352285,11.675764,Naive CD20+ B IGKC-,IGLC2,IGHM,CD74,HLA-DRA,CD79B,CD79A,TCL1A,IGHD
-19.813072,-7.76855,CD14+ Mono,S100A9,S100A8,LYZ,NEAT1,MNDA,S100A12,FCN1,AC020656.1
-3.8397646,-7.2337394,CD4+ T activated,IL7R,S100A11,CRIP1,FOS,SAT1,ANXA1,ITGB1,MAF
-20.708931,-6.5466995,CD14+ Mono,S100A8,S100A9,LYZ,LGALS1,NEAT1,FOS,S100A12,FCN1
-16.374104,11.5307045,Reticulocyte,MALAT1,HBA2,HBA1,HBB,TPT1,AHSP,HIST1H4C,FOS
15.155475,11.413031,Naive CD20+ B IGKC-,IGLC2,IGHM,HLA-DRA,CD74,CD79A,IGHD,TCL1A,HLA-DRB1
-5.799075,10.133997,Reticulocyte,MALAT1,HBB,HBA2,HBD,HBM,HBA1,TPT1,AHSP
8.003535,-12.603363,CD8+ T naive,JUN,CD8B,JUNB,KLRK1,CD8,ID2,MALAT1,CD8A
-19.846012,-6.2141895,CD14+ Mono,S100A8,S100A9,LYZ,S100A12,LGALS1,FCN1,AC020656.1,NEAT1
-3.8636155,6.285362,Normoblast,HBB,HBD,CA1,HBM,SLC25A37,TPT1,HBA2,HBA1
-20.159943,-4.2461886,CD14+ Mono,S100A8,S100A9,LYZ,AC020656.1,AC020916.1,S100A12,FOS,RETN
10.833513,15.74798,Naive CD20+ B IGKC+,IGKC,IGHM,CD79B,TCL1A,CD79A,SAT1,IGLC1,HLA-DRA
-0.11664486,-13.046123,CD4+ T naive,JUNB,JUN,FOS,TRBC1,SOCS1,AL499604.1,GPR183,MARCKSL1
12.978014,16.910616,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD79A,CD74,MS4A1,CD79B,HLA-DRB1
16.65865,16.351135,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD79A,CD74,MS4A1,HLA-DRB1,HLA-DQA1
-2.22095,-15.028463,CD4+ T naive,JUN,IL7R,HIST1H4C,JUNB,AL499604.1,DDIT4,FOSB,FOS
-0.98472226,-12.200504,CD4+ T naive,TNFAIP3,JUNB,IL7R,ARL4C,HBA1,MALAT1,TPT1,H1FX
15.146567,17.315254,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD79A,CD74,CD79B,IGHD,HLA-DRB1
-4.119694,-9.50429,CD4+ T activated,FOS,SAT1,CD69,KLRB1,ANXA1,IL7R,AL499604.1,GPR183
-4.1732836,6.083835,Normoblast,HBB,CA1,HBD,HBM,SLC25A37,HBA2,HBA1,TPT1
-1.0562003,-11.683344,CD4+ T naive,JUNB,PCED1B-AS1,FOS,AL499604.1,IL7R,S100A11,TRBC1,ARL4C
-18.211819,-7.1279864,CD14+ Mono,S100A9,S100A8,LYZ,S100A12,FCN1,AC020916.1,LGALS1,MNDA
2.6799297,-15.042398,CD4+ T naive,FOS,JUNB,TRBC1,JUN,AL499604.1,CD7,IL7R,HIST1H4C
-15.844467,-9.223963,CD14+ Mono,LYZ,S100A9,S100A8,NEAT1,FCN1,AC020916.1,HIST1H4C,CST3
-5.1594133,6.284933,Normoblast,HBB,HBD,HBA2,HBA1,TPT1,ARL4A,CA1,SLC25A37
-19.835415,-8.28844,CD14+ Mono,S100A9,S100A8,LYZ,NEAT1,FCN1,CTSS,FOS,AC020916.1
-1.4871824,-13.878889,CD4+ T naive,TRBC1,FOS,ARL4C,JUN,MALAT1,NEAT1,TPT1,JUNB
-12.538214,14.413502,Reticulocyte,MALAT1,HBB,HBA2,HBD,CA1,HBA1,AHSP,HBM
-15.644003,11.764716,Reticulocyte,MALAT1,HBA2,HBB,HBA1,HBM,TPT1,HBD,HIST1H4C
-6.186839,7.1780376,Normoblast,HBB,HBA2,HBA1,TPT1,HBD,SLC25A37,HBM,ARL4A
15.634833,16.616695,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,CD79A,IGHD,HLA-DQA1,HLA-DRB1
15.758732,11.088398,Naive CD20+ B IGKC-,IGLC2,HLA-DRA,IGHM,CD74,CD79A,CD79B,HLA-DRB1,HLA-DPA1
7.468052,-11.332787,CD8+ T naive,CD8,CD8B,IL7R,HBA1,JUN,TRBC1,MALAT1,KLRK1
-15.281738,-6.950851,CD14+ Mono,S100A9,LYZ,S100A8,NEAT1,FCN1,AC020656.1,MNDA,HIST1H4C
2.3838663,-12.85388,CD4+ T naive,JUN,JUNB,IL7R,H1FX,GZMM,TRBC2,CD7,TPT1
-16.895657,-6.4869614,CD14+ Mono,S100A9,S100A8,LYZ,NEAT1,FCN1,S100A12,SAT1,LGALS1
3.5560389,7.795283,Erythroblast,HBM,HIST1H4C,CA1,HBD,AHSP,PRDX2,HBB,TUBB
-19.182194,-4.1531854,CD14+ Mono,LYZ,S100A8,S100A9,LGALS1,AC020656.1,NEAT1,RETN,FCN1
2.8849607,6.7481456,Erythroblast,HIST1H4C,HBD,HBM,CA1,AHSP,HBB,HMGB2,HBA2
-10.891365,12.514491,Reticulocyte,MALAT1,HBD,HBB,HBA1,TPT1,HBA2,HBM,AHSP
-16.09657,-8.430975,CD14+ Mono,S100A9,S100A8,LYZ,NEAT1,SAT1,AC020656.1,FCN1,HIST1H4C
-15.35751,-6.695484,CD14+ Mono,S100A9,S100A8,LYZ,FCN1,NEAT1,VCAN,AC020656.1,MNDA
-20.149021,-7.7062817,CD14+ Mono,S100A9,S100A8,LYZ,NEAT1,LGALS1,S100A12,AC020916.1,FOS
-2.4142733,7.0272713,Normoblast,HBD,HBB,HBM,HBA2,PRDX2,AHSP,HBA1,SLC25A37
15.746796,-0.13753262,NK,GNLY,NKG7,CCL4,GZMB,PRF1,CTSW,KLRD1,JUNB
-15.54612,12.858393,Reticulocyte,MALAT1,HBA2,HBB,HBA1,HBD,TPT1,FOS,HIST1H4C
9.548722,-0.82891166,CD8+ T CD57+ CD45RA+,NKG7,GNLY,CCL4,FGFBP2,CD8,SYNE2,PRF1,FOS
-17.702124,-9.83572,CD14+ Mono,S100A9,LYZ,S100A8,NEAT1,AC020916.1,MNDA,FCN1,LGALS1
-2.5588017,-15.248119,CD4+ T naive,JUN,FOS,TRBC1,IL7R,JUNB,ID2,H1FX,PCED1B-AS1
16.92947,16.25017,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,IGHD,MS4A1,HLA-DRB1,CD79B
15.394968,12.086531,Naive CD20+ B IGKC-,IGLC2,IGHM,HLA-DRA,CD79A,CD74,TCL1A,MS4A1,CD79B
-20.064129,-6.0060344,CD14+ Mono,S100A8,S100A9,LYZ,NEAT1,FCN1,LGALS1,S100A12,MNDA
-7.3914785,13.539466,Reticulocyte,MALAT1,HBB,HBA2,HBM,HBA1,HBD,TPT1,AHSP
2.7025566,5.8337727,Erythroblast,HIST1H4C,HBM,HBB,HBD,AHSP,HBA2,HBA1,PRDX2
-15.729327,12.79815,Reticulocyte,MALAT1,HBA2,HBB,HBA1,HBD,CA1,TPT1,FOS
2.964913,-12.337353,CD4+ T naive,JUNB,TRBC2,H1FX,CD7,DDIT4,HBA1,CD37,NR4A2
-19.516037,-9.228543,CD14+ Mono,S100A9,S100A8,LYZ,NEAT1,S100A12,EGR1,AC020916.1,MNDA
-19.706572,-8.598853,CD14+ Mono,S100A8,S100A9,LYZ,NEAT1,AC020916.1,LGALS1,FOS,FCN1
-2.584948,-12.733093,CD4+ T naive,JUNB,FOS,TNFAIP3,MALAT1,MARCKSL1,ITGB1,IL7R,GPR183
-18.26197,-9.812986,CD14+ Mono,S100A9,S100A8,LYZ,SAT1,NEAT1,FOS,AC020916.1,FCN1
-0.12373641,7.03432,Normoblast,HBD,HBB,HBM,CA1,HBA1,AHSP,HBA2,PRDX2
-20.486496,-4.462538,CD14+ Mono,S100A8,S100A9,LYZ,LGALS1,AC020656.1,NEAT1,FCN1,AC020916.1
-2.9058833,-14.470636,CD4+ T naive,JUN,TRBC1,IL7R,IRF1,JUNB,ANXA1,FOSB,TPT1
16.51027,15.779068,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,CD79A,IGHD,TCL1A,JUN
-12.140129,12.634204,Reticulocyte,MALAT1,HBB,HBA2,HBA1,HBD,TPT1,AHSP,HIST1H4C
1.526644,-10.583599,CD4+ T naive,CRIP1,AL499604.1,TRBC1,FOS,S100A11,BCL2,CD7,IGHM
-17.37167,-7.012978,CD14+ Mono,S100A9,S100A8,LYZ,CRIP1,FCN1,SAT1,VCAN,AC020656.1
-19.466625,-9.005172,CD14+ Mono,S100A9,S100A8,LYZ,NEAT1,AC020916.1,SAT1,LGALS1,MNDA
