gene,mean_contribution,sem_contribution,cell_type
AC007406.5,0.0,0.0,CD4+ T naive
KDM5A,0.0,0.0,CD4+ T naive
CCDC77,0.0,0.0,CD4+ T naive
NINJ2,0.0,0.0,CD4+ T naive
AC021054.1,0.0,0.0,CD4+ T naive
WNK1,0.0,0.0,CD4+ T naive
RAD52,0.0,0.0,CD4+ T naive
AC004803.1,0.0,0.0,CD4+ T naive
ERC1,0.0,0.0,CD4+ T naive
FBXL14,0.0,0.0,CD4+ T naive
ADIPOR2,0.0,0.0,CD4+ T naive
CACNA2D4,0.0,0.0,CD4+ T naive
DCP1B,0.0,0.0,CD4+ T naive
CACNA1C-AS2,0.0,0.0,CD4+ T naive
FKBP4,0.0,0.0,CD4+ T naive
ITFG2-AS1,0.0,0.0,CD4+ T naive
ITFG2,0.0,0.0,CD4+ T naive
FOXM1,0.0,0.0,CD4+ T naive
RHNO1,0.0,0.0,CD4+ T naive
TULP3,0.0,0.0,CD4+ T naive
CRACR2A,0.0,0.0,CD4+ T naive
PARP11,0.0,0.0,CD4+ T naive
AC005842.1,0.0003889,0.0,CD4+ T naive
CCND2,0.0,0.0,CD4+ T naive
TIGAR,0.0,0.0,CD4+ T naive
C12orf4,0.0,0.0,CD4+ T naive
RAD51AP1,0.0,0.0,CD4+ T naive
DYRK4,0.0,0.0,CD4+ T naive
NDUFA9,0.0,0.0,CD4+ T naive
CD9,0.0001302,0.0,CD4+ T naive
TNFRSF1A,0.0,0.0,CD4+ T naive
LTBR,0.0,0.0,CD4+ T naive
CD27-AS1,0.0,0.0,CD4+ T naive
CD27,0.003231,0.0001726,CD4+ T naive
TAPBPL,0.0,0.0,CD4+ T naive
VAMP1,0.0,0.0,CD4+ T naive
MRPL51,0.0,0.0,CD4+ T naive
NCAPD2,0.0,0.0,CD4+ T naive
GAPDH,0.0,0.0,CD4+ T naive
AC006064.4,0.0,0.0,CD4+ T naive
IFFO1,0.0,0.0,CD4+ T naive
NOP2,0.0,0.0,CD4+ T naive
CHD4,0.0,0.0,CD4+ T naive
AC006064.2,0.0,0.0,CD4+ T naive
LPAR5,0.0,0.0,CD4+ T naive
ACRBP,0.0,0.0,CD4+ T naive
ING4,0.0,0.0,CD4+ T naive
ZNF384,0.0,0.0,CD4+ T naive
COPS7A,0.0,0.0,CD4+ T naive
MLF2,0.0,0.0,CD4+ T naive
PTMS,0.0001881,0.0,CD4+ T naive
LAG3,1.01e-05,0.0,CD4+ T naive
CD4,0.001628,0.00010574,CD4+ T naive
GPR162,0.0,0.0,CD4+ T naive
P3H3,0.0,0.0,CD4+ T naive
CDCA3,0.0,0.0,CD4+ T naive
USP5,0.0,0.0,CD4+ T naive
TPI1,0.0,0.0,CD4+ T naive
SPSB2,0.0,0.0,CD4+ T naive
LRRC23,0.0,0.0,CD4+ T naive
ENO2,0.0,0.0,CD4+ T naive
ATN1,0.0,0.0,CD4+ T naive
C12orf57,0.0,0.0,CD4+ T naive
PTPN6,0.0,0.0,CD4+ T naive
PHB2,0.0,0.0,CD4+ T naive
EMG1,0.0,0.0,CD4+ T naive
LPCAT3,0.0,0.0,CD4+ T naive
C1R,0.0,0.0,CD4+ T naive
C1RL,0.0,0.0,CD4+ T naive
C1RL-AS1,0.0,0.0,CD4+ T naive
CLSTN3,0.0,0.0,CD4+ T naive
PEX5,0.0,0.0,CD4+ T naive
CD163,2.61e-05,0.0,CD4+ T naive
CLEC4C,1.5e-06,0.0,CD4+ T naive
SLC2A14,0.0,0.0,CD4+ T naive
SLC2A3,0.00213,0.0001365,CD4+ T naive
FOXJ2,0.0,0.0,CD4+ T naive
C3AR1,0.0,0.0,CD4+ T naive
NECAP1,0.0,0.0,CD4+ T naive
CLEC4A,0.0,0.0,CD4+ T naive
FAM66C,0.0,0.0,CD4+ T naive
LINC00937,0.0,0.0,CD4+ T naive
CLEC6A,0.0,0.0,CD4+ T naive
CLEC4D,0.0,0.0,CD4+ T naive
CLEC4E,7.34e-05,0.0,CD4+ T naive
RIMKLB,0.0,0.0,CD4+ T naive
AC092490.1,0.0,0.0,CD4+ T naive
PHC1,0.0,0.0,CD4+ T naive
M6PR,0.0,0.0,CD4+ T naive
KLRG1,0.0002599,0.0,CD4+ T naive
A2M-AS1,2.1e-05,0.0,CD4+ T naive
A2M,0.0,0.0,CD4+ T naive
LINC00987,0.0,0.0,CD4+ T naive
AC092821.3,0.0002694,0.0,CD4+ T naive
KLRB1,0.001656,6.104e-05,CD4+ T naive
AC010186.3,2.15e-06,0.0,CD4+ T naive
CLEC2D,0.001825,0.00010574,CD4+ T naive
CLECL1,7.45e-06,0.0,CD4+ T naive
CD69,0.00983,0.0004401,CD4+ T naive
KLRF1,0.0001187,0.0,CD4+ T naive
CLEC2B,0.0,0.0,CD4+ T naive
AC091814.1,0.0,0.0,CD4+ T naive
CLEC12A,9.376e-05,0.0,CD4+ T naive
CLEC12B,0.0,0.0,CD4+ T naive
CLEC9A,0.0,0.0,CD4+ T naive
CLEC7A,9.81e-05,0.0,CD4+ T naive
GABARAPL1,0.0,0.0,CD4+ T naive
KLRD1,0.0003622,0.0,CD4+ T naive
AC022075.1,0.0,0.0,CD4+ T naive
KLRK1,0.001688,0.0001365,CD4+ T naive
KLRC4,4.4e-06,0.0,CD4+ T naive
KLRC3,5.49e-05,0.0,CD4+ T naive
KLRC2,1.9e-06,0.0,CD4+ T naive
KLRC1,5.31e-05,0.0,CD4+ T naive
LINC02446,0.001355,8.63e-05,CD4+ T naive
MAGOHB,0.0,0.0,CD4+ T naive
YBX3,0.00543,0.0003812,CD4+ T naive
PRH1,0.0,0.0,CD4+ T naive
PRR4,0.0,0.0,CD4+ T naive
TAS2R14,0.0,0.0,CD4+ T naive
TAS2R31,0.0,0.0,CD4+ T naive
TAS2R30,0.0,0.0,CD4+ T naive
SMIM10L1,0.0,0.0,CD4+ T naive
LINC01252,0.0,0.0,CD4+ T naive
ETV6,0.0,0.0,CD4+ T naive
LRP6,0.0,0.0,CD4+ T naive
MANSC1,0.0,0.0,CD4+ T naive
LOH12CR2,0.0,0.0,CD4+ T naive
BORCS5,0.0006456,0.0,CD4+ T naive
DUSP16,9.125e-05,0.0,CD4+ T naive
CREBL2,0.0,0.0,CD4+ T naive
CDKN1B,0.0,0.0,CD4+ T naive
AC008115.3,0.0,0.0,CD4+ T naive
APOLD1,8.71e-05,0.0,CD4+ T naive
DDX47,0.0,0.0,CD4+ T naive
HEBP1,0.0,0.0,CD4+ T naive
FAM234B,0.0,0.0,CD4+ T naive
EMP1,0.0,0.0,CD4+ T naive
ATF7IP,0.0,0.0,CD4+ T naive
PLBD1,0.000184,0.0,CD4+ T naive
PLBD1-AS1,0.0,0.0,CD4+ T naive
AC010168.2,7.147e-05,0.0,CD4+ T naive
HIST4H4,0.0,0.0,CD4+ T naive
H2AFJ,0.0,0.0,CD4+ T naive
WBP11,0.0,0.0,CD4+ T naive
C12orf60,0.0,0.0,CD4+ T naive
ART4,0.0,0.0,CD4+ T naive
ERP27,0.0,0.0,CD4+ T naive
ARHGDIB,0.0,0.0,CD4+ T naive
PTPRO,0.0,0.0,CD4+ T naive
EPS8,8.72e-05,0.0,CD4+ T naive
STRAP,0.0,0.0,CD4+ T naive
DERA,0.0,0.0,CD4+ T naive
MGST1,0.0,0.0,CD4+ T naive
PLEKHA5,0.0,0.0,CD4+ T naive
AEBP2,0.0,0.0,CD4+ T naive
PYROXD1,0.0,0.0,CD4+ T naive
RECQL,0.0,0.0,CD4+ T naive
GOLT1B,0.0,0.0,CD4+ T naive
LDHB,0.0,0.0,CD4+ T naive
CMAS,0.0,0.0,CD4+ T naive
ST8SIA1,0.0,0.0,CD4+ T naive
C2CD5,0.0,0.0,CD4+ T naive
ETNK1,0.0,0.0,CD4+ T naive
BCAT1,0.0,0.0,CD4+ T naive
LRMP,0.0,0.0,CD4+ T naive
ETFRF1,0.0,0.0,CD4+ T naive
KRAS,0.0,0.0,CD4+ T naive
AC087239.1,0.0,0.0,CD4+ T naive
SSPN,0.0,0.0,CD4+ T naive
ITPR2,0.0001416,0.0,CD4+ T naive
INTS13,0.0,0.0,CD4+ T naive
FGFR1OP2,0.0,0.0,CD4+ T naive
TM7SF3,0.0,0.0,CD4+ T naive
MED21,0.0,0.0,CD4+ T naive
AC092747.4,0.0,0.0,CD4+ T naive
STK38L,0.0,0.0,CD4+ T naive
PPFIBP1,3.7e-06,0.0,CD4+ T naive
MRPS35,0.0,0.0,CD4+ T naive
KLHL42,0.0,0.0,CD4+ T naive
CCDC91,0.0,0.0,CD4+ T naive
AC022364.1,0.0,0.0,CD4+ T naive
AC022079.1,0.0,0.0,CD4+ T naive
FAR2,0.0,0.0,CD4+ T naive
AC009318.1,0.0,0.0,CD4+ T naive
AC009318.3,0.0,0.0,CD4+ T naive
ERGIC2,0.0,0.0,CD4+ T naive
IPO8,0.0,0.0,CD4+ T naive
CAPRIN2,0.0,0.0,CD4+ T naive
DDX11,0.0,0.0,CD4+ T naive
SINHCAF,0.0,0.0,CD4+ T naive
AC024940.1,0.0,0.0,CD4+ T naive
DENND5B,3.6e-07,0.0,CD4+ T naive
ETFBKMT,1.055e-05,0.0,CD4+ T naive
AMN1,0.0,0.0,CD4+ T naive
AC023157.3,2.867e-05,0.0,CD4+ T naive
LINC02422,1.186e-05,0.0,CD4+ T naive
RESF1,0.0,0.0,CD4+ T naive
AC016957.2,0.0,0.0,CD4+ T naive
BICD1,0.0,0.0,CD4+ T naive
AC026356.2,0.0,0.0,CD4+ T naive
FGD4,0.0,0.0,CD4+ T naive
DNM1L,0.0,0.0,CD4+ T naive
YARS2,0.0,0.0,CD4+ T naive
PKP2,0.0,0.0,CD4+ T naive
ALG10,0.0,0.0,CD4+ T naive
ALG10B,0.0,0.0,CD4+ T naive
CPNE8,0.0,0.0,CD4+ T naive
KIF21A,2.49e-05,0.0,CD4+ T naive
ABCD2,0.0,0.0,CD4+ T naive
SLC2A13,0.0,0.0,CD4+ T naive
AC079630.1,0.0,0.0,CD4+ T naive
LRRK2,0.00011575,0.0,CD4+ T naive
GXYLT1,0.0,0.0,CD4+ T naive
YAF2,0.0001311,0.0,CD4+ T naive
PPHLN1,0.0,0.0,CD4+ T naive
ZCRB1,0.0,0.0,CD4+ T naive
PRICKLE1,2.1e-06,0.0,CD4+ T naive
PUS7L,0.0,0.0,CD4+ T naive
IRAK4,0.0,0.0,CD4+ T naive
TWF1,0.0,0.0,CD4+ T naive
TMEM117,0.0,0.0,CD4+ T naive
NELL2,0.000843,6.104e-05,CD4+ T naive
ANO6,0.0,0.0,CD4+ T naive
AC008124.1,0.0,0.0,CD4+ T naive
ARID2,0.0,0.0,CD4+ T naive
SCAF11,0.0,0.0,CD4+ T naive
SLC38A1,0.0,0.0,CD4+ T naive
AC025031.3,0.0,0.0,CD4+ T naive
SLC38A2,0.0,0.0,CD4+ T naive
AC008014.1,0.0,0.0,CD4+ T naive
AC008035.1,0.0,0.0,CD4+ T naive
AMIGO2,0.0,0.0,CD4+ T naive
PCED1B,0.0002706,0.0,CD4+ T naive
PCED1B-AS1,0.006744,0.0002518,CD4+ T naive
AC008083.3,0.0,0.0,CD4+ T naive
RPAP3,0.0,0.0,CD4+ T naive
AC004241.3,0.0,0.0,CD4+ T naive
AC004241.1,0.0,0.0,CD4+ T naive
SLC48A1,0.0,0.0,CD4+ T naive
HDAC7,0.0,0.0,CD4+ T naive
VDR,0.0,0.0,CD4+ T naive
TMEM106C,0.0,0.0,CD4+ T naive
SENP1,0.0,0.0,CD4+ T naive
PFKM,0.0,0.0,CD4+ T naive
ASB8,0.0,0.0,CD4+ T naive
AC024257.3,0.0,0.0,CD4+ T naive
ZNF641,0.0,0.0,CD4+ T naive
KANSL2,0.0,0.0,CD4+ T naive
CCNT1,0.0,0.0,CD4+ T naive
CACNB3,0.0,0.0,CD4+ T naive
DDX23,0.0,0.0,CD4+ T naive
CCDC65,1.83e-05,0.0,CD4+ T naive
FKBP11,0.000754,0.0,CD4+ T naive
ARF3,0.0,0.0,CD4+ T naive
DDN-AS1,1.13e-06,0.0,CD4+ T naive
PRKAG1,0.0,0.0,CD4+ T naive
KMT2D,0.0,0.0,CD4+ T naive
RHEBL1,0.0,0.0,CD4+ T naive
LMBR1L,0.0,0.0,CD4+ T naive
TUBA1B,0.003645,0.0001615,CD4+ T naive
AC011603.2,0.0,0.0,CD4+ T naive
TUBA1A,0.0,0.0,CD4+ T naive
TUBA1C,0.0001929,0.0,CD4+ T naive
TROAP,0.0,0.0,CD4+ T naive
SPATS2,0.0,0.0,CD4+ T naive
KCNH3,0.0,0.0,CD4+ T naive
MCRS1,0.0,0.0,CD4+ T naive
PRPF40B,0.0,0.0,CD4+ T naive
FMNL3,0.0,0.0,CD4+ T naive
TMBIM6,0.0,0.0,CD4+ T naive
NCKAP5L,0.0,0.0,CD4+ T naive
BCDIN3D,0.0,0.0,CD4+ T naive
RACGAP1,0.0,0.0,CD4+ T naive
SMARCD1,0.0,0.0,CD4+ T naive
COX14,0.0,0.0,CD4+ T naive
AC074032.1,0.0,0.0,CD4+ T naive
CERS5,0.0,0.0,CD4+ T naive
LIMA1,6.473e-05,0.0,CD4+ T naive
LARP4,0.0,0.0,CD4+ T naive
DIP2B,0.0,0.0,CD4+ T naive
ATF1,0.0,0.0,CD4+ T naive
METTL7A,0.0,0.0,CD4+ T naive
SLC11A2,3.54e-05,0.0,CD4+ T naive
LETMD1,0.0,0.0,CD4+ T naive
CSRNP2,4.14e-05,0.0,CD4+ T naive
TFCP2,0.0,0.0,CD4+ T naive
POU6F1,0.0,0.0,CD4+ T naive
AC139768.1,0.0,0.0,CD4+ T naive
DAZAP2,0.0,0.0,CD4+ T naive
SMAGP,0.0,0.0,CD4+ T naive
BIN2,0.0,0.0,CD4+ T naive
CELA1,4.71e-05,0.0,CD4+ T naive
GALNT6,0.0,0.0,CD4+ T naive
SLC4A8,0.0,0.0,CD4+ T naive
ACVR1B,0.0,0.0,CD4+ T naive
GRASP,0.0,0.0,CD4+ T naive
NR4A1,0.0002697,0.0,CD4+ T naive
ATG101,0.0,0.0,CD4+ T naive
KRT1,0.0,0.0,CD4+ T naive
KRT8,0.0,0.0,CD4+ T naive
KRT18,0.0,0.0,CD4+ T naive
EIF4B,0.0,0.0,CD4+ T naive
AC068888.2,0.0,0.0,CD4+ T naive
AC068888.1,0.0,0.0,CD4+ T naive
SPRYD3,0.0,0.0,CD4+ T naive
IGFBP6,0.0,0.0,CD4+ T naive
CSAD,0.0,0.0,CD4+ T naive
ZNF740,0.0,0.0,CD4+ T naive
ITGB7,0.0002142,0.0,CD4+ T naive
RARG,0.0,0.0,CD4+ T naive
MFSD5,0.0,0.0,CD4+ T naive
ESPL1,0.0,0.0,CD4+ T naive
PFDN5,0.0,0.0,CD4+ T naive
AC073611.1,0.0,0.0,CD4+ T naive
C12orf10,0.0,0.0,CD4+ T naive
AAAS,0.0,0.0,CD4+ T naive
SP1,0.0,0.0,CD4+ T naive
PRR13,0.0,0.0,CD4+ T naive
PCBP2,0.0,0.0,CD4+ T naive
PCBP2-OT1,0.0,0.0,CD4+ T naive
MAP3K12,0.0,0.0,CD4+ T naive
AC023509.3,0.0,0.0,CD4+ T naive
TARBP2,0.0,0.0,CD4+ T naive
NPFF,0.0,0.0,CD4+ T naive
ATF7,0.0,0.0,CD4+ T naive
AC023509.2,0.0,0.0,CD4+ T naive
ATP5MC2,0.0,0.0,CD4+ T naive
CALCOCO1,0.0,0.0,CD4+ T naive
SMUG1,0.0,0.0,CD4+ T naive
CBX5,0.0,0.0,CD4+ T naive
HNRNPA1,0.0,0.0,CD4+ T naive
NFE2,0.0,0.0,CD4+ T naive
COPZ1,0.0,0.0,CD4+ T naive
GPR84,0.0,0.0,CD4+ T naive
ZNF385A,0.0,0.0,CD4+ T naive
ITGA5,0.0,0.0,CD4+ T naive
GTSF1,0.0,0.0,CD4+ T naive
NCKAP1L,0.0,0.0,CD4+ T naive
PDE1B,0.0,0.0,CD4+ T naive
TESPA1,0.0006075,0.0,CD4+ T naive
BLOC1S1,0.0,0.0,CD4+ T naive
RDH5,0.0,0.0,CD4+ T naive
CD63,0.001477,8.63e-05,CD4+ T naive
AC009779.2,0.0,0.0,CD4+ T naive
GDF11,0.0,0.0,CD4+ T naive
SARNP,0.0,0.0,CD4+ T naive
ORMDL2,0.0,0.0,CD4+ T naive
DNAJC14,0.0,0.0,CD4+ T naive
MMP19,0.0,0.0,CD4+ T naive
PYM1,0.0,0.0,CD4+ T naive
DGKA,0.001113,6.104e-05,CD4+ T naive
CDK2,0.0,0.0,CD4+ T naive
RAB5B,0.0,0.0,CD4+ T naive
SUOX,0.0,0.0,CD4+ T naive
IKZF4,0.0,0.0,CD4+ T naive
PA2G4,0.0,0.0,CD4+ T naive
ESYT1,0.0,0.0,CD4+ T naive
ZC3H10,0.0,0.0,CD4+ T naive
MYL6B,0.0,0.0,CD4+ T naive
MYL6,0.0,0.0,CD4+ T naive
SMARCC2,0.0,0.0,CD4+ T naive
RNF41,8.38e-05,0.0,CD4+ T naive
NABP2,0.0,0.0,CD4+ T naive
ANKRD52,0.0,0.0,CD4+ T naive
COQ10A,0.0,0.0,CD4+ T naive
CS,0.0,0.0,CD4+ T naive
AC073896.2,2.325e-05,0.0,CD4+ T naive
AC073896.3,0.0,0.0,CD4+ T naive
CNPY2,0.0,0.0,CD4+ T naive
PAN2,0.0,0.0,CD4+ T naive
IL23A,0.0,0.0,CD4+ T naive
STAT2,0.0,0.0,CD4+ T naive
TIMELESS,0.0,0.0,CD4+ T naive
SPRYD4,0.0,0.0,CD4+ T naive
RBMS2,0.0,0.0,CD4+ T naive
BAZ2A,0.0,0.0,CD4+ T naive
ATP5F1B,0.0,0.0,CD4+ T naive
PTGES3,0.0,0.0,CD4+ T naive
NACA,0.0,0.0,CD4+ T naive
PRIM1,0.0,0.0,CD4+ T naive
ZBTB39,0.0,0.0,CD4+ T naive
NEMP1,0.0,0.0,CD4+ T naive
NAB2,0.0,0.0,CD4+ T naive
STAT6,0.0,0.0,CD4+ T naive
LRP1,7.53e-05,0.0,CD4+ T naive
SHMT2,0.0,0.0,CD4+ T naive
STAC3,0.0,0.0,CD4+ T naive
R3HDM2,0.0,0.0,CD4+ T naive
ARHGAP9,0.0003915,0.0,CD4+ T naive
MARS,0.0,0.0,CD4+ T naive
DDIT3,0.0006905,0.0,CD4+ T naive
MBD6,0.0,0.0,CD4+ T naive
DCTN2,0.0,0.0,CD4+ T naive
PIP4K2C,0.0,0.0,CD4+ T naive
DTX3,0.0,0.0,CD4+ T naive
OS9,0.0,0.0,CD4+ T naive
AGAP2,0.0,0.0,CD4+ T naive
TSPAN31,0.0,0.0,CD4+ T naive
CDK4,0.0,0.0,CD4+ T naive
MARCH9,0.0001845,0.0,CD4+ T naive
METTL1,0.0,0.0,CD4+ T naive
EEF1AKMT3,0.0,0.0,CD4+ T naive
TSFM,0.0,0.0,CD4+ T naive
AVIL,0.0,0.0,CD4+ T naive
CTDSP2,0.0,0.0,CD4+ T naive
ATP23,0.0,0.0,CD4+ T naive
GIHCG,0.0002477,0.0,CD4+ T naive
SLC16A7,0.0001534,0.0,CD4+ T naive
TAFA2,0.0,0.0,CD4+ T naive
USP15,0.0,0.0,CD4+ T naive
MON2,0.0,0.0,CD4+ T naive
LINC01465,0.0,0.0,CD4+ T naive
AC048341.1,0.0,0.0,CD4+ T naive
AC048341.2,0.0,0.0,CD4+ T naive
PPM1H,0.0,0.0,CD4+ T naive
DPY19L2,0.0,0.0,CD4+ T naive
RXYLT1,0.0,0.0,CD4+ T naive
SRGAP1,1e-06,0.0,CD4+ T naive
C12orf66,0.0,0.0,CD4+ T naive
XPOT,0.0,0.0,CD4+ T naive
TBK1,0.0,0.0,CD4+ T naive
RASSF3,0.0,0.0,CD4+ T naive
GNS,0.0,0.0,CD4+ T naive
LEMD3,0.0,0.0,CD4+ T naive
AC026124.2,0.0,0.0,CD4+ T naive
MSRB3,0.0,0.0,CD4+ T naive
HMGA2,0.0,0.0,CD4+ T naive
HMGA2-AS1,0.0,0.0,CD4+ T naive
LLPH,0.0,0.0,CD4+ T naive
TMBIM4,0.0,0.0,CD4+ T naive
IRAK3,7.46e-05,0.0,CD4+ T naive
HELB,0.0002894,0.0,CD4+ T naive
GRIP1,0.0,0.0,CD4+ T naive
CAND1,0.0,0.0,CD4+ T naive
DYRK2,0.000315,0.0,CD4+ T naive
IFNG-AS1,2.515e-05,0.0,CD4+ T naive
IFNG,3.14e-05,0.0,CD4+ T naive
MDM1,0.0,0.0,CD4+ T naive
LINC02384,2.44e-06,0.0,CD4+ T naive
RAP1B,0.0,0.0,CD4+ T naive
AC090061.1,0.0,0.0,CD4+ T naive
NUP107,0.0,0.0,CD4+ T naive
SLC35E3,0.0,0.0,CD4+ T naive
MDM2,0.0,0.0,CD4+ T naive
AC025423.1,0.0,0.0,CD4+ T naive
CPM,0.0,0.0,CD4+ T naive
CPSF6,0.0,0.0,CD4+ T naive
AC020656.2,0.0,0.0,CD4+ T naive
LYZ,0.002502,0.0001221,CD4+ T naive
AC020656.1,0.0007677,0.0,CD4+ T naive
YEATS4,0.0,0.0,CD4+ T naive
FRS2,0.0,0.0,CD4+ T naive
CCT2,0.0,0.0,CD4+ T naive
BEST3,2.4e-07,0.0,CD4+ T naive
AC025263.1,6.14e-06,0.0,CD4+ T naive
RAB3IP,0.0,0.0,CD4+ T naive
AC025159.1,0.0,0.0,CD4+ T naive
CNOT2,0.0,0.0,CD4+ T naive
KCNMB4,0.0,0.0,CD4+ T naive
ZFC3H1,0.0,0.0,CD4+ T naive
THAP2,0.0,0.0,CD4+ T naive
TMEM19,0.0,0.0,CD4+ T naive
RAB21,0.0,0.0,CD4+ T naive
TBC1D15,0.0,0.0,CD4+ T naive
ATXN7L3B,0.0007787,0.0,CD4+ T naive
CAPS2,0.0,0.0,CD4+ T naive
GLIPR1,0.0,0.0,CD4+ T naive
KRR1,0.0,0.0,CD4+ T naive
PHLDA1,3.85e-05,0.0,CD4+ T naive
NAP1L1,0.0,0.0,CD4+ T naive
BBS10,5.4e-07,0.0,CD4+ T naive
OSBPL8,0.0,0.0,CD4+ T naive
ZDHHC17,0.0,0.0,CD4+ T naive
CSRP2,0.0,0.0,CD4+ T naive
E2F7,0.0,0.0,CD4+ T naive
SYT1,0.0,0.0,CD4+ T naive
PAWR,0.0,0.0,CD4+ T naive
PPP1R12A,0.0,0.0,CD4+ T naive
PPP1R12A-AS1,0.0,0.0,CD4+ T naive
LIN7A,0.0,0.0,CD4+ T naive
CCDC59,0.0,0.0,CD4+ T naive
METTL25,0.0,0.0,CD4+ T naive
TMTC2,0.0,0.0,CD4+ T naive
C12orf29,0.0,0.0,CD4+ T naive
CEP290,9.95e-05,0.0,CD4+ T naive
TMTC3,0.0,0.0,CD4+ T naive
DUSP6,0.0003161,0.0,CD4+ T naive
AC024909.1,0.0,0.0,CD4+ T naive
POC1B,0.0,0.0,CD4+ T naive
GALNT4,0.0,0.0,CD4+ T naive
POC1B-AS1,0.0,0.0,CD4+ T naive
AC025034.1,0.0,0.0,CD4+ T naive
ATP2B1,0.00068,0.0,CD4+ T naive
ATP2B1-AS1,0.001097,6.104e-05,CD4+ T naive
AC009522.1,2e-07,0.0,CD4+ T naive
LINC01619,0.0,0.0,CD4+ T naive
BTG1,0.0,0.0,CD4+ T naive
AC025164.1,0.001079,6.104e-05,CD4+ T naive
LINC02397,0.0001136,0.0,CD4+ T naive
EEA1,0.0003302,0.0,CD4+ T naive
NUDT4,0.0,0.0,CD4+ T naive
UBE2N,0.0,0.0,CD4+ T naive
MRPL42,0.0,0.0,CD4+ T naive
SOCS2-AS1,0.0,0.0,CD4+ T naive
SOCS2,0.000134,0.0,CD4+ T naive
CRADD,0.0,0.0,CD4+ T naive
PLXNC1,0.0,0.0,CD4+ T naive
CEP83,0.0,0.0,CD4+ T naive
CEP83-DT,0.0,0.0,CD4+ T naive
TMCC3,0.0,0.0,CD4+ T naive
NDUFA12,0.0,0.0,CD4+ T naive
NR2C1,0.0,0.0,CD4+ T naive
FGD6,0.0,0.0,CD4+ T naive
VEZT,0.0,0.0,CD4+ T naive
METAP2,0.0,0.0,CD4+ T naive
USP44,0.0,0.0,CD4+ T naive
SNRPF,0.0,0.0,CD4+ T naive
AMDHD1,0.0,0.0,CD4+ T naive
HAL,0.0,0.0,CD4+ T naive
LTA4H,0.000482,0.0,CD4+ T naive
ELK3,0.0003088,0.0,CD4+ T naive
AC008149.2,0.0,0.0,CD4+ T naive
CDK17,0.0,0.0,CD4+ T naive
CFAP54,0.0,0.0,CD4+ T naive
NEDD1,0.0,0.0,CD4+ T naive
LINC02453,0.0,0.0,CD4+ T naive
TMPO-AS1,0.0,0.0,CD4+ T naive
TMPO,0.0,0.0,CD4+ T naive
SLC25A3,0.0,0.0,CD4+ T naive
IKBIP,0.0,0.0,CD4+ T naive
APAF1,0.0,0.0,CD4+ T naive
UHRF1BP1L,0.0,0.0,CD4+ T naive
ACTR6,0.0,0.0,CD4+ T naive
DEPDC4,0.0,0.0,CD4+ T naive
SCYL2,0.0,0.0,CD4+ T naive
GAS2L3,0.0,0.0,CD4+ T naive
UTP20,0.0,0.0,CD4+ T naive
ARL1,0.0,0.0,CD4+ T naive
CHPT1,0.0,0.0,CD4+ T naive
SYCP3,0.0,0.0,CD4+ T naive
GNPTAB,0.00024,0.0,CD4+ T naive
DRAM1,0.0,0.0,CD4+ T naive
WASHC3,0.0,0.0,CD4+ T naive
NUP37,0.0,0.0,CD4+ T naive
PARPBP,0.0,0.0,CD4+ T naive
HELLPAR,2.44e-06,0.0,CD4+ T naive
C12orf42,1.19e-05,0.0,CD4+ T naive
NT5DC3,0.0,0.0,CD4+ T naive
HSP90B1,0.002996,0.00010574,CD4+ T naive
C12orf73,0.0,0.0,CD4+ T naive
TDG,0.0,0.0,CD4+ T naive
HCFC2,0.0,0.0,CD4+ T naive
NFYB,0.0,0.0,CD4+ T naive
TXNRD1,0.0,0.0,CD4+ T naive
EID3,0.0,0.0,CD4+ T naive
CHST11,0.0,0.0,CD4+ T naive
SLC41A2,0.0,0.0,CD4+ T naive
C12orf45,0.0001378,0.0,CD4+ T naive
WASHC4,0.0002892,0.0,CD4+ T naive
APPL2,0.0,0.0,CD4+ T naive
C12orf75,0.0006347,0.0,CD4+ T naive
CKAP4,8.78e-05,0.0,CD4+ T naive
TCP11L2,0.0,0.0,CD4+ T naive
POLR3B,0.0,0.0,CD4+ T naive
RIC8B,0.0,0.0,CD4+ T naive
AC007541.1,0.0,0.0,CD4+ T naive
TMEM263,0.0,0.0,CD4+ T naive
MTERF2,0.0,0.0,CD4+ T naive
CRY1,0.0,0.0,CD4+ T naive
BTBD11,0.0,0.0,CD4+ T naive
PWP1,0.0,0.0,CD4+ T naive
PRDM4,0.0,0.0,CD4+ T naive
CMKLR1,0.0,0.0,CD4+ T naive
FICD,0.0,0.0,CD4+ T naive
SART3,0.0,0.0,CD4+ T naive
ISCU,0.0,0.0,CD4+ T naive
SELPLG,0.0006294,0.0,CD4+ T naive
AC007569.1,2.5e-06,0.0,CD4+ T naive
CORO1C,0.0,0.0,CD4+ T naive
SSH1,0.0,0.0,CD4+ T naive
USP30,0.0,0.0,CD4+ T naive
USP30-AS1,0.0,0.0,CD4+ T naive
ALKBH2,0.0,0.0,CD4+ T naive
UNG,0.0,0.0,CD4+ T naive
ACACB,0.0,0.0,CD4+ T naive
KCTD10,0.0,0.0,CD4+ T naive
UBE3B,0.0,0.0,CD4+ T naive
MMAB,0.0,0.0,CD4+ T naive
MVK,0.0,0.0,CD4+ T naive
GLTP,0.0,0.0,CD4+ T naive
TCHP,0.0,0.0,CD4+ T naive
